country,year,sex,disease,prevalence
Paesi Bassi,2019,M,Malattie croniche delle vie respiratorie inferiori (escl. asma),4.6
Polonia,2014,M,Malattie croniche delle vie respiratorie inferiori (escl. asma),2.7
Polonia,2019,M,Malattie croniche delle vie respiratorie inferiori (escl. asma),2.2
Portogallo,2014,M,Malattie croniche delle vie respiratorie inferiori (escl. asma),4.8
Portogallo,2019,M,Malattie croniche delle vie respiratorie inferiori (escl. asma),4.8
Romania,2014,M,Malattie croniche delle vie respiratorie inferiori (escl. asma),2.3
Romania,2019,M,Malattie croniche delle vie respiratorie inferiori (escl. asma),1.4
Svezia,2014,M,Malattie croniche delle vie respiratorie inferiori (escl. asma),1.2
Svezia,2019,M,Malattie croniche delle vie respiratorie inferiori (escl. asma),1.4
Slovenia,2014,M,Malattie croniche delle vie respiratorie inferiori (escl. asma),3.7
Slovenia,2019,M,Malattie croniche delle vie respiratorie inferiori (escl. asma),3.3
Slovacchia,2014,M,Malattie croniche delle vie respiratorie inferiori (escl. asma),2.3
Slovacchia,2019,M,Malattie croniche delle vie respiratorie inferiori (escl. asma),2.5
Austria,2014,F,Cirrosi epatica,0.2
Austria,2019,F,Cirrosi epatica,0.2
Belgio,2014,F,Cirrosi epatica,0.5
Belgio,2019,F,Cirrosi epatica,1.3
Bulgaria,2014,F,Cirrosi epatica,0.3
Bulgaria,2019,F,Cirrosi epatica,0.3
Cipro,2014,F,Cirrosi epatica,0.2
Cipro,2019,F,Cirrosi epatica,0.1
Repubblica Ceca,2014,F,Cirrosi epatica,0.2
Repubblica Ceca,2019,F,Cirrosi epatica,0.3
Germania,2014,F,Cirrosi epatica,0.2
Germania,2019,F,Cirrosi epatica,0.3
Danimarca,2014,F,Cirrosi epatica,0.2
Danimarca,2019,F,Cirrosi epatica,0.2
Estonia,2014,F,Cirrosi epatica,0.2
Estonia,2019,F,Cirrosi epatica,0.4
Grecia,2014,F,Cirrosi epatica,0.3
Grecia,2019,F,Cirrosi epatica,0.3
Spagna,2014,F,Cirrosi epatica,0.7
Spagna,2019,F,Cirrosi epatica,0.7
Finlandia,2014,F,Cirrosi epatica,0.2
Finlandia,2019,F,Cirrosi epatica,0.3
Francia,2014,F,Cirrosi epatica,0.1
Francia,2019,F,Cirrosi epatica,0.2
Croazia,2014,F,Cirrosi epatica,0.4
Croazia,2019,F,Cirrosi epatica,0.5
Ungheria,2014,F,Cirrosi epatica,0.4
Ungheria,2019,F,Cirrosi epatica,0.6
Irlanda,2014,F,Cirrosi epatica,0.1
Irlanda,2019,F,Cirrosi epatica,0.2
Italia,2014,F,Cirrosi epatica,0.3
Italia,2019,F,Cirrosi epatica,0.2
Lituania,2014,F,Cirrosi epatica,0.4
Lituania,2019,F,Cirrosi epatica,0.6
Lussemburgo,2014,F,Cirrosi epatica,0.2
Lussemburgo,2019,F,Cirrosi epatica,0.1
Lettonia,2014,F,Cirrosi epatica,0.4
Lettonia,2019,F,Cirrosi epatica,0.2
Malta,2014,F,Cirrosi epatica,0.4
Malta,2019,F,Cirrosi epatica,0.4
Paesi Bassi,2014,F,Cirrosi epatica,0.3
Paesi Bassi,2019,F,Cirrosi epatica,0.2
Polonia,2014,F,Cirrosi epatica,0.5
Polonia,2019,F,Cirrosi epatica,0.4
Portogallo,2014,F,Cirrosi epatica,0.5
Portogallo,2019,F,Cirrosi epatica,0.4
Romania,2014,F,Cirrosi epatica,0.4
Romania,2019,F,Cirrosi epatica,0.2
Svezia,2014,F,Cirrosi epatica,0.0
Svezia,2019,F,Cirrosi epatica,0.1
Slovenia,2014,F,Cirrosi epatica,0.2
Slovenia,2019,F,Cirrosi epatica,0.4
Slovacchia,2014,F,Cirrosi epatica,0.6
Slovacchia,2019,F,Cirrosi epatica,0.7
Austria,2014,M,Cirrosi epatica,0.3
Austria,2019,M,Cirrosi epatica,0.2
Belgio,2014,M,Cirrosi epatica,0.5
Belgio,2019,M,Cirrosi epatica,0.6
Bulgaria,2014,M,Cirrosi epatica,0.4
Bulgaria,2019,M,Cirrosi epatica,0.4
Cipro,2014,M,Cirrosi epatica,0.5
Cipro,2019,M,Cirrosi epatica,0.4
Repubblica Ceca,2014,M,Cirrosi epatica,0.2
Repubblica Ceca,2019,M,Cirrosi epatica,0.5
Germania,2014,M,Cirrosi epatica,0.3
Germania,2019,M,Cirrosi epatica,0.5
Danimarca,2014,M,Cirrosi epatica,0.2
Danimarca,2019,M,Cirrosi epatica,0.3
Estonia,2014,M,Cirrosi epatica,0.3
Estonia,2019,M,Cirrosi epatica,0.4
Grecia,2014,M,Cirrosi epatica,0.2
Grecia,2019,M,Cirrosi epatica,0.5
Spagna,2014,M,Cirrosi epatica,0.8
Spagna,2019,M,Cirrosi epatica,0.7
Finlandia,2014,M,Cirrosi epatica,0.3
Finlandia,2019,M,Cirrosi epatica,0.4
Francia,2014,M,Cirrosi epatica,0.1
Francia,2019,M,Cirrosi epatica,0.3
Croazia,2014,M,Cirrosi epatica,0.7
Croazia,2019,M,Cirrosi epatica,1.3
Ungheria,2014,M,Cirrosi epatica,0.6
Ungheria,2019,M,Cirrosi epatica,0.5
Irlanda,2014,M,Cirrosi epatica,0.5
Irlanda,2019,M,Cirrosi epatica,0.4
Italia,2014,M,Cirrosi epatica,0.3
Italia,2019,M,Cirrosi epatica,0.3
Lituania,2014,M,Cirrosi epatica,0.5
Lituania,2019,M,Cirrosi epatica,0.4
Lussemburgo,2014,M,Cirrosi epatica,0.2
Lussemburgo,2019,M,Cirrosi epatica,0.3
Lettonia,2014,M,Cirrosi epatica,0.7
Lettonia,2019,M,Cirrosi epatica,0.2
Malta,2014,M,Cirrosi epatica,0.4
Malta,2019,M,Cirrosi epatica,0.2
Paesi Bassi,2014,M,Cirrosi epatica,0.2
Paesi Bassi,2019,M,Cirrosi epatica,0.2
Polonia,2014,M,Cirrosi epatica,0.7
Polonia,2019,M,Cirrosi epatica,0.5
Portogallo,2014,M,Cirrosi epatica,0.9
Portogallo,2019,M,Cirrosi epatica,0.5
Romania,2014,M,Cirrosi epatica,0.6
Romania,2019,M,Cirrosi epatica,0.3
Svezia,2014,M,Cirrosi epatica,0.3
Svezia,2019,M,Cirrosi epatica,0.2
Slovenia,2014,M,Cirrosi epatica,1.0
Slovenia,2019,M,Cirrosi epatica,0.6
Slovacchia,2014,M,Cirrosi epatica,0.6
Slovacchia,2019,M,Cirrosi epatica,0.7
Austria,2014,F,Diabete,4.5
Austria,2019,F,Diabete,5.4
Belgio,2014,F,Diabete,5.3
Belgio,2019,F,Diabete,5.1
Bulgaria,2014,F,Diabete,7.2
Bulgaria,2019,F,Diabete,7.2
Cipro,2014,F,Diabete,6.2
Cipro,2019,F,Diabete,7.2
Repubblica Ceca,2014,F,Diabete,8.0
Repubblica Ceca,2019,F,Diabete,8.5
Germania,2014,F,Diabete,6.4
Germania,2019,F,Diabete,8.3
Danimarca,2014,F,Diabete,4.0
Danimarca,2019,F,Diabete,4.7
Estonia,2014,F,Diabete,4.8
Estonia,2019,F,Diabete,5.7
Grecia,2014,F,Diabete,10.1
Grecia,2019,F,Diabete,8.1
Spagna,2014,F,Diabete,6.8
Spagna,2019,F,Diabete,7.4
Finlandia,2014,F,Diabete,6.5
Finlandia,2019,F,Diabete,8.2
Francia,2014,F,Diabete,10.3
Francia,2019,F,Diabete,5.6
Croazia,2014,F,Diabete,7.1
Croazia,2019,F,Diabete,11.1
Ungheria,2014,F,Diabete,8.1
Ungheria,2019,F,Diabete,8.8
Irlanda,2014,F,Diabete,3.7
Irlanda,2019,F,Diabete,3.3
Italia,2014,F,Diabete,6.8
Italia,2019,F,Diabete,6.4
Lituania,2014,F,Diabete,5.3
Lituania,2019,F,Diabete,5.4
Lussemburgo,2014,F,Diabete,4.1
Lussemburgo,2019,F,Diabete,3.2
Lettonia,2014,F,Diabete,4.5
Lettonia,2019,F,Diabete,5.8
Malta,2014,F,Diabete,7.8
Malta,2019,F,Diabete,6.8
Paesi Bassi,2014,F,Diabete,4.6
Paesi Bassi,2019,F,Diabete,4.6
Polonia,2014,F,Diabete,6.7
Polonia,2019,F,Diabete,8.9
Portogallo,2014,F,Diabete,9.7
Portogallo,2019,F,Diabete,10.5
Romania,2014,F,Diabete,5.7
Romania,2019,F,Diabete,5.9
Svezia,2014,F,Diabete,4.0
Svezia,2019,F,Diabete,5.4
Slovenia,2014,F,Diabete,6.3
Slovenia,2019,F,Diabete,7.2
Slovacchia,2014,F,Diabete,7.2
Slovacchia,2019,F,Diabete,7.6
Austria,2014,M,Diabete,5.6
Austria,2019,M,Diabete,6.3
Belgio,2014,M,Diabete,5.1
Belgio,2019,M,Diabete,5.8
Bulgaria,2014,M,Diabete,5.4
Bulgaria,2019,M,Diabete,6.5
Cipro,2014,M,Diabete,7.4
Cipro,2019,M,Diabete,8.4
Repubblica Ceca,2014,M,Diabete,7.2
Repubblica Ceca,2019,M,Diabete,9.3
Germania,2014,M,Diabete,7.7
Germania,2019,M,Diabete,9.8
Danimarca,2014,M,Diabete,5.5
Danimarca,2019,M,Diabete,5.9
Estonia,2014,M,Diabete,4.4
Estonia,2019,M,Diabete,3.8
Grecia,2014,M,Diabete,8.9
Grecia,2019,M,Diabete,8.4
Spagna,2014,M,Diabete,7.9
Spagna,2019,M,Diabete,8.7
Finlandia,2014,M,Diabete,9.4
Finlandia,2019,M,Diabete,11.5
Francia,2014,M,Diabete,9.4
Francia,2019,M,Diabete,7.5
Croazia,2014,M,Diabete,6.8
Croazia,2019,M,Diabete,12.2
Ungheria,2014,M,Diabete,8.0
Ungheria,2019,M,Diabete,8.9
Irlanda,2014,M,Diabete,5.5
Irlanda,2019,M,Diabete,4.1
Italia,2014,M,Diabete,7.0
Italia,2019,M,Diabete,7.3
Lituania,2014,M,Diabete,3.0
Lituania,2019,M,Diabete,3.9
Lussemburgo,2014,M,Diabete,7.1
Lussemburgo,2019,M,Diabete,6.2
Lettonia,2014,M,Diabete,2.8
Lettonia,2019,M,Diabete,3.8
Malta,2014,M,Diabete,9.1
Malta,2019,M,Diabete,8.9
Paesi Bassi,2014,M,Diabete,5.7
Paesi Bassi,2019,M,Diabete,6.2
Polonia,2014,M,Diabete,6.3
Polonia,2019,M,Diabete,7.2
Portogallo,2014,M,Diabete,9.8
Portogallo,2019,M,Diabete,10.6
Romania,2014,M,Diabete,3.8
Romania,2019,M,Diabete,4.0
Svezia,2014,M,Diabete,5.2
Svezia,2019,M,Diabete,7.1
Slovenia,2014,M,Diabete,7.0
Slovenia,2019,M,Diabete,7.5
Slovacchia,2014,M,Diabete,6.2
Slovacchia,2019,M,Diabete,7.5
Austria,2014,F,Depressione cronica,8.6
Austria,2019,F,Depressione cronica,8.7
Belgio,2014,F,Depressione cronica,8.3
Belgio,2019,F,Depressione cronica,9.2
Bulgaria,2014,F,Depressione cronica,4.3
Bulgaria,2019,F,Depressione cronica,3.4
Cipro,2014,F,Depressione cronica,5.6
Cipro,2019,F,Depressione cronica,6.3
Repubblica Ceca,2014,F,Depressione cronica,4.7
Repubblica Ceca,2019,F,Depressione cronica,5.4
Germania,2014,F,Depressione cronica,11.7
Germania,2019,F,Depressione cronica,12.6
Danimarca,2014,F,Depressione cronica,8.8
Danimarca,2019,F,Depressione cronica,10.4
Estonia,2014,F,Depressione cronica,5.6
Estonia,2019,F,Depressione cronica,8.9
Grecia,2014,F,Depressione cronica,6.3
Grecia,2019,F,Depressione cronica,5.2
Spagna,2014,F,Depressione cronica,11.2
Spagna,2019,F,Depressione cronica,7.9
Finlandia,2014,F,Depressione cronica,11.5
Finlandia,2019,F,Depressione cronica,9.7
Francia,2014,F,Depressione cronica,7.5
Francia,2019,F,Depressione cronica,9.1
Croazia,2014,F,Depressione cronica,6.2
Croazia,2019,F,Depressione cronica,12.7
Ungheria,2014,F,Depressione cronica,6.6
Ungheria,2019,F,Depressione cronica,5.1
Irlanda,2014,F,Depressione cronica,13.5
Irlanda,2019,F,Depressione cronica,4.4
Italia,2014,F,Depressione cronica,7.4
Italia,2019,F,Depressione cronica,7.3
Lituania,2014,F,Depressione cronica,6.0
Lituania,2019,F,Depressione cronica,8.7
Lussemburgo,2014,F,Depressione cronica,10.0
Lussemburgo,2019,F,Depressione cronica,12.4
Lettonia,2014,F,Depressione cronica,11.4
Lettonia,2019,F,Depressione cronica,9.9
Malta,2014,F,Depressione cronica,6.6
Malta,2019,F,Depressione cronica,4.6
Paesi Bassi,2014,F,Depressione cronica,8.0
Paesi Bassi,2019,F,Depressione cronica,8.5
Polonia,2014,F,Depressione cronica,5.5
Polonia,2019,F,Depressione cronica,5.1
Portogallo,2014,F,Depressione cronica,17.5
Portogallo,2019,F,Depressione cronica,17.2
Romania,2014,F,Depressione cronica,2.0
Romania,2019,F,Depressione cronica,1.3
Svezia,2014,F,Depressione cronica,12.4
Svezia,2019,F,Depressione cronica,13.4
Slovenia,2014,F,Depressione cronica,10.3
Slovenia,2019,F,Depressione cronica,9.6
Slovacchia,2014,F,Depressione cronica,5.1
Slovacchia,2019,F,Depressione cronica,5.5
Austria,2014,M,Depressione cronica,4.7
Austria,2019,M,Depressione cronica,5.3
Belgio,2014,M,Depressione cronica,4.7
Belgio,2019,M,Depressione cronica,5.8
Bulgaria,2014,M,Depressione cronica,2.1
Bulgaria,2019,M,Depressione cronica,1.8
Cipro,2014,M,Depressione cronica,2.6
Cipro,2019,M,Depressione cronica,3.6
Repubblica Ceca,2014,M,Depressione cronica,3.2
Repubblica Ceca,2019,M,Depressione cronica,3.3
Germania,2014,M,Depressione cronica,8.6
Germania,2019,M,Depressione cronica,9.5
Danimarca,2014,M,Depressione cronica,6.2
Danimarca,2019,M,Depressione cronica,8.4
Estonia,2014,M,Depressione cronica,4.0
Estonia,2019,M,Depressione cronica,5.3
Grecia,2014,M,Depressione cronica,3.1
Grecia,2019,M,Depressione cronica,2.5
Spagna,2014,M,Depressione cronica,5.0
Spagna,2019,M,Depressione cronica,3.7
Finlandia,2014,M,Depressione cronica,8.8
Finlandia,2019,M,Depressione cronica,7.2
Francia,2014,M,Depressione cronica,3.9
Francia,2019,M,Depressione cronica,5.6
Croazia,2014,M,Depressione cronica,4.9
Croazia,2019,M,Depressione cronica,8.9
Ungheria,2014,M,Depressione cronica,3.2
Ungheria,2019,M,Depressione cronica,2.9
Irlanda,2014,M,Depressione cronica,10.9
Irlanda,2019,M,Depressione cronica,3.3
Italia,2014,M,Depressione cronica,4.0
Italia,2019,M,Depressione cronica,3.7
Lituania,2014,M,Depressione cronica,3.0
Lituania,2019,M,Depressione cronica,5.0
Lussemburgo,2014,M,Depressione cronica,8.5
Lussemburgo,2019,M,Depressione cronica,9.3
Lettonia,2014,M,Depressione cronica,6.1
Lettonia,2019,M,Depressione cronica,6.1
Malta,2014,M,Depressione cronica,4.3
Malta,2019,M,Depressione cronica,2.8
Paesi Bassi,2014,M,Depressione cronica,5.8
Paesi Bassi,2019,M,Depressione cronica,6.6
Polonia,2014,M,Depressione cronica,2.7
Polonia,2019,M,Depressione cronica,3.1
Portogallo,2014,M,Depressione cronica,6.1
Portogallo,2019,M,Depressione cronica,7.7
Romania,2014,M,Depressione cronica,1.0
Romania,2019,M,Depressione cronica,0.7
Svezia,2014,M,Depressione cronica,6.2
Svezia,2019,M,Depressione cronica,9.7
Slovenia,2014,M,Depressione cronica,6.8
Slovenia,2019,M,Depressione cronica,5.8
Slovacchia,2014,M,Depressione cronica,3.1
Slovacchia,2019,M,Depressione cronica,3.0
Austria,2019,F,Alti lipidi nel sangue,19.0
Belgio,2019,F,Alti lipidi nel sangue,17.6
Bulgaria,2019,F,Alti lipidi nel sangue,2.6
Cipro,2019,F,Alti lipidi nel sangue,18.8
Repubblica Ceca,2019,F,Alti lipidi nel sangue,14.7
Germania,2019,F,Alti lipidi nel sangue,18.2
Danimarca,2019,F,Alti lipidi nel sangue,13.5
Estonia,2019,F,Alti lipidi nel sangue,7.2
Grecia,2019,F,Alti lipidi nel sangue,16.7
Spagna,2019,F,Alti lipidi nel sangue,16.4
Finlandia,2019,F,Alti lipidi nel sangue,23.2
Francia,2019,F,Alti lipidi nel sangue,13.5
Croazia,2019,F,Alti lipidi nel sangue,20.8
Ungheria,2019,F,Alti lipidi nel sangue,14.4
Irlanda,2019,F,Alti lipidi nel sangue,6.3
Italia,2019,F,Alti lipidi nel sangue,14.1
Lituania,2019,F,Alti lipidi nel sangue,16.2
Lussemburgo,2019,F,Alti lipidi nel sangue,15.8
Lettonia,2019,F,Alti lipidi nel sangue,17.4
Malta,2019,F,Alti lipidi nel sangue,14.2
Polonia,2019,F,Alti lipidi nel sangue,9.8
Portogallo,2019,F,Alti lipidi nel sangue,26.5
Romania,2019,F,Alti lipidi nel sangue,4.2
Svezia,2019,F,Alti lipidi nel sangue,6.0
Slovenia,2019,F,Alti lipidi nel sangue,15.7
Slovacchia,2019,F,Alti lipidi nel sangue,12.4
Austria,2019,M,Alti lipidi nel sangue,18.6
Belgio,2019,M,Alti lipidi nel sangue,19.4
Bulgaria,2019,M,Alti lipidi nel sangue,2.7
Cipro,2019,M,Alti lipidi nel sangue,21.1
Repubblica Ceca,2019,M,Alti lipidi nel sangue,13.3
Germania,2019,M,Alti lipidi nel sangue,17.7
Danimarca,2019,M,Alti lipidi nel sangue,13.2
Estonia,2019,M,Alti lipidi nel sangue,4.9
Grecia,2019,M,Alti lipidi nel sangue,15.8
Spagna,2019,M,Alti lipidi nel sangue,16.7
Finlandia,2019,M,Alti lipidi nel sangue,23.3
Francia,2019,M,Alti lipidi nel sangue,13.2
Croazia,2019,M,Alti lipidi nel sangue,16.7
Ungheria,2019,M,Alti lipidi nel sangue,11.4
Irlanda,2019,M,Alti lipidi nel sangue,6.2
Italia,2019,M,Alti lipidi nel sangue,11.9
Lituania,2019,M,Alti lipidi nel sangue,9.7
Lussemburgo,2019,M,Alti lipidi nel sangue,16.6
Lettonia,2019,M,Alti lipidi nel sangue,9.9
Malta,2019,M,Alti lipidi nel sangue,12.5
Polonia,2019,M,Alti lipidi nel sangue,8.9
Portogallo,2019,M,Alti lipidi nel sangue,22.0
Romania,2019,M,Alti lipidi nel sangue,2.9
Svezia,2019,M,Alti lipidi nel sangue,7.9
Slovenia,2019,M,Alti lipidi nel sangue,13.8
Slovacchia,2019,M,Alti lipidi nel sangue,9.6
Austria,2014,F,Ipertensione,21.9
Austria,2019,F,Ipertensione,22.0
Belgio,2014,F,Ipertensione,17.8
Belgio,2019,F,Ipertensione,17.8
Bulgaria,2014,F,Ipertensione,33.0
Bulgaria,2019,F,Ipertensione,32.7
Cipro,2014,F,Ipertensione,19.9
Cipro,2019,F,Ipertensione,20.5
Repubblica Ceca,2014,F,Ipertensione,23.9
Repubblica Ceca,2019,F,Ipertensione,25.7
Germania,2014,F,Ipertensione,27.9
Germania,2019,F,Ipertensione,27.4
Danimarca,2014,F,Ipertensione,18.1
Danimarca,2019,F,Ipertensione,19.6
Estonia,2014,F,Ipertensione,21.0
Estonia,2019,F,Ipertensione,21.8
Grecia,2014,F,Ipertensione,23.6
Grecia,2019,F,Ipertensione,21.6
Spagna,2014,F,Ipertensione,20.6
Spagna,2019,F,Ipertensione,21.0
Finlandia,2014,F,Ipertensione,24.4
Finlandia,2019,F,Ipertensione,27.4
Francia,2014,F,Ipertensione,14.9
Francia,2019,F,Ipertensione,17.1
Croazia,2014,F,Ipertensione,26.1
Croazia,2019,F,Ipertensione,37.8
Ungheria,2014,F,Ipertensione,34.2
Ungheria,2019,F,Ipertensione,33.8
Irlanda,2014,F,Ipertensione,16.3
Irlanda,2019,F,Ipertensione,13.1
Italia,2014,F,Ipertensione,22.6
Italia,2019,F,Ipertensione,22.4
Lituania,2014,F,Ipertensione,32.1
Lituania,2019,F,Ipertensione,32.0
Lussemburgo,2014,F,Ipertensione,16.2
Lussemburgo,2019,F,Ipertensione,13.6
Lettonia,2014,F,Ipertensione,30.9
Lettonia,2019,F,Ipertensione,33.5
Malta,2014,F,Ipertensione,22.3
Malta,2019,F,Ipertensione,20.2
Paesi Bassi,2014,F,Ipertensione,17.1
Paesi Bassi,2019,F,Ipertensione,16.9
Polonia,2014,F,Ipertensione,24.9
Polonia,2019,F,Ipertensione,28.1
Portogallo,2014,F,Ipertensione,29.5
Portogallo,2019,F,Ipertensione,29.9
Romania,2014,F,Ipertensione,21.0
Romania,2019,F,Ipertensione,18.6
Svezia,2014,F,Ipertensione,17.8
Svezia,2019,F,Ipertensione,18.1
Slovenia,2014,F,Ipertensione,24.9
Slovenia,2019,F,Ipertensione,25.3
Slovacchia,2014,F,Ipertensione,28.8
Slovacchia,2019,F,Ipertensione,29.2
Austria,2014,M,Ipertensione,21.2
Austria,2019,M,Ipertensione,22.5
Belgio,2014,M,Ipertensione,15.9
Belgio,2019,M,Ipertensione,17.4
Bulgaria,2014,M,Ipertensione,26.2
Bulgaria,2019,M,Ipertensione,26.5
Cipro,2014,M,Ipertensione,18.8
Cipro,2019,M,Ipertensione,21.6
Repubblica Ceca,2014,M,Ipertensione,23.4
Repubblica Ceca,2019,M,Ipertensione,27.2
Germania,2014,M,Ipertensione,29.4
Germania,2019,M,Ipertensione,26.9
Danimarca,2014,M,Ipertensione,18.4
Danimarca,2019,M,Ipertensione,19.4
Estonia,2014,M,Ipertensione,17.6
Estonia,2019,M,Ipertensione,18.5
Grecia,2014,M,Ipertensione,19.5
Grecia,2019,M,Ipertensione,18.9
Spagna,2014,M,Ipertensione,19.5
Spagna,2019,M,Ipertensione,20.7
Finlandia,2014,M,Ipertensione,26.5
Finlandia,2019,M,Ipertensione,28.9
Francia,2014,M,Ipertensione,14.4
Francia,2019,M,Ipertensione,15.1
Croazia,2014,M,Ipertensione,21.7
Croazia,2019,M,Ipertensione,34.6
Ungheria,2014,M,Ipertensione,29.4
Ungheria,2019,M,Ipertensione,29.3
Irlanda,2014,M,Ipertensione,15.9
Irlanda,2019,M,Ipertensione,11.7
Italia,2014,M,Ipertensione,20.9
Italia,2019,M,Ipertensione,20.5
Lituania,2014,M,Ipertensione,20.8
Lituania,2019,M,Ipertensione,24.9
Lussemburgo,2014,M,Ipertensione,20.5
Lussemburgo,2019,M,Ipertensione,19.8
Lettonia,2014,M,Ipertensione,21.0
Lettonia,2019,M,Ipertensione,24.1
Malta,2014,M,Ipertensione,21.2
Malta,2019,M,Ipertensione,17.8
Paesi Bassi,2014,M,Ipertensione,16.1
Paesi Bassi,2019,M,Ipertensione,15.7
Polonia,2014,M,Ipertensione,20.6
Polonia,2019,M,Ipertensione,24.5
Portogallo,2014,M,Ipertensione,22.1
Portogallo,2019,M,Ipertensione,25.3
Romania,2014,M,Ipertensione,12.9
Romania,2019,M,Ipertensione,12.6
Svezia,2014,M,Ipertensione,15.2
Svezia,2019,M,Ipertensione,18.8
Slovenia,2014,M,Ipertensione,23.9
Slovenia,2019,M,Ipertensione,24.4
Slovacchia,2014,M,Ipertensione,22.1
Slovacchia,2019,M,Ipertensione,27.3
Austria,2014,F,Infarto o conseguenze croniche dell'infarto,0.6
Austria,2019,F,Infarto o conseguenze croniche dell'infarto,1.3
Belgio,2014,F,Infarto o conseguenze croniche dell'infarto,0.9
Belgio,2019,F,Infarto o conseguenze croniche dell'infarto,0.6
Bulgaria,2014,F,Infarto o conseguenze croniche dell'infarto,1.7
Bulgaria,2019,F,Infarto o conseguenze croniche dell'infarto,1.4
Cipro,2014,F,Infarto o conseguenze croniche dell'infarto,2.0
Cipro,2019,F,Infarto o conseguenze croniche dell'infarto,1.6
Repubblica Ceca,2014,F,Infarto o conseguenze croniche dell'infarto,1.2
Repubblica Ceca,2019,F,Infarto o conseguenze croniche dell'infarto,1.5
Germania,2014,F,Infarto o conseguenze croniche dell'infarto,0.9
Germania,2019,F,Infarto o conseguenze croniche dell'infarto,1.6
Danimarca,2014,F,Infarto o conseguenze croniche dell'infarto,0.6
Danimarca,2019,F,Infarto o conseguenze croniche dell'infarto,0.6
Estonia,2014,F,Infarto o conseguenze croniche dell'infarto,1.0
Estonia,2019,F,Infarto o conseguenze croniche dell'infarto,0.9
Grecia,2014,F,Infarto o conseguenze croniche dell'infarto,1.3
Grecia,2019,F,Infarto o conseguenze croniche dell'infarto,1.7
Spagna,2014,F,Infarto o conseguenze croniche dell'infarto,0.6
Spagna,2019,F,Infarto o conseguenze croniche dell'infarto,0.6
Finlandia,2014,F,Infarto o conseguenze croniche dell'infarto,1.2
Finlandia,2019,F,Infarto o conseguenze croniche dell'infarto,1.2
Francia,2014,F,Infarto o conseguenze croniche dell'infarto,0.6
Francia,2019,F,Infarto o conseguenze croniche dell'infarto,1.0
Croazia,2014,F,Infarto o conseguenze croniche dell'infarto,1.5
Croazia,2019,F,Infarto o conseguenze croniche dell'infarto,2.8
Ungheria,2014,F,Infarto o conseguenze croniche dell'infarto,2.1
Ungheria,2019,F,Infarto o conseguenze croniche dell'infarto,2.0
Irlanda,2014,F,Infarto o conseguenze croniche dell'infarto,0.7
Irlanda,2019,F,Infarto o conseguenze croniche dell'infarto,0.8
Italia,2014,F,Infarto o conseguenze croniche dell'infarto,1.4
Italia,2019,F,Infarto o conseguenze croniche dell'infarto,1.1
Lituania,2014,F,Infarto o conseguenze croniche dell'infarto,1.7
Lituania,2019,F,Infarto o conseguenze croniche dell'infarto,1.8
Lussemburgo,2014,F,Infarto o conseguenze croniche dell'infarto,0.0
Lussemburgo,2019,F,Infarto o conseguenze croniche dell'infarto,0.2
Lettonia,2014,F,Infarto o conseguenze croniche dell'infarto,1.1
Lettonia,2019,F,Infarto o conseguenze croniche dell'infarto,0.4
Malta,2014,F,Infarto o conseguenze croniche dell'infarto,0.7
Malta,2019,F,Infarto o conseguenze croniche dell'infarto,0.4
Paesi Bassi,2014,F,Infarto o conseguenze croniche dell'infarto,0.4
Paesi Bassi,2019,F,Infarto o conseguenze croniche dell'infarto,0.9
Polonia,2014,F,Infarto o conseguenze croniche dell'infarto,2.3
Polonia,2019,F,Infarto o conseguenze croniche dell'infarto,1.7
Portogallo,2014,F,Infarto o conseguenze croniche dell'infarto,1.7
Portogallo,2019,F,Infarto o conseguenze croniche dell'infarto,1.5
Romania,2014,F,Infarto o conseguenze croniche dell'infarto,1.1
Romania,2019,F,Infarto o conseguenze croniche dell'infarto,1.1
Svezia,2014,F,Infarto o conseguenze croniche dell'infarto,0.6
Svezia,2019,F,Infarto o conseguenze croniche dell'infarto,0.6
Slovenia,2014,F,Infarto o conseguenze croniche dell'infarto,1.1
Slovenia,2019,F,Infarto o conseguenze croniche dell'infarto,1.1
Slovacchia,2014,F,Infarto o conseguenze croniche dell'infarto,2.0
Slovacchia,2019,F,Infarto o conseguenze croniche dell'infarto,1.5
Austria,2014,M,Infarto o conseguenze croniche dell'infarto,1.4
Austria,2019,M,Infarto o conseguenze croniche dell'infarto,2.0
Belgio,2014,M,Infarto o conseguenze croniche dell'infarto,1.3
Belgio,2019,M,Infarto o conseguenze croniche dell'infarto,1.2
Bulgaria,2014,M,Infarto o conseguenze croniche dell'infarto,2.7
Bulgaria,2019,M,Infarto o conseguenze croniche dell'infarto,1.8
Cipro,2014,M,Infarto o conseguenze croniche dell'infarto,3.7
Cipro,2019,M,Infarto o conseguenze croniche dell'infarto,4.9
Repubblica Ceca,2014,M,Infarto o conseguenze croniche dell'infarto,2.1
Repubblica Ceca,2019,M,Infarto o conseguenze croniche dell'infarto,2.8
Germania,2014,M,Infarto o conseguenze croniche dell'infarto,2.2
Germania,2019,M,Infarto o conseguenze croniche dell'infarto,3.4
Danimarca,2014,M,Infarto o conseguenze croniche dell'infarto,1.1
Danimarca,2019,M,Infarto o conseguenze croniche dell'infarto,1.2
Estonia,2014,M,Infarto o conseguenze croniche dell'infarto,1.3
Estonia,2019,M,Infarto o conseguenze croniche dell'infarto,1.5
