country,year,sex,disease,prevalence
EE,2014,M,Cirrhosis of the liver,0.3
EE,2019,M,Cirrhosis of the liver,0.4
EL,2014,M,Cirrhosis of the liver,0.2
EL,2019,M,Cirrhosis of the liver,0.5
ES,2014,M,Cirrhosis of the liver,0.8
ES,2019,M,Cirrhosis of the liver,0.7
FI,2014,M,Cirrhosis of the liver,0.3
FI,2019,M,Cirrhosis of the liver,0.4
FR,2014,M,Cirrhosis of the liver,0.1
FR,2019,M,Cirrhosis of the liver,0.3
HR,2014,M,Cirrhosis of the liver,0.7
HR,2019,M,Cirrhosis of the liver,1.3
HU,2014,M,Cirrhosis of the liver,0.6
HU,2019,M,Cirrhosis of the liver,0.5
IE,2014,M,Cirrhosis of the liver,0.5
IE,2019,M,Cirrhosis of the liver,0.4
IT,2014,M,Cirrhosis of the liver,0.3
IT,2019,M,Cirrhosis of the liver,0.3
LT,2014,M,Cirrhosis of the liver,0.5
LT,2019,M,Cirrhosis of the liver,0.4
LU,2014,M,Cirrhosis of the liver,0.2
LU,2019,M,Cirrhosis of the liver,0.3
LV,2014,M,Cirrhosis of the liver,0.7
LV,2019,M,Cirrhosis of the liver,0.2
MT,2014,M,Cirrhosis of the liver,0.4
MT,2019,M,Cirrhosis of the liver,0.2
NL,2014,M,Cirrhosis of the liver,0.2
NL,2019,M,Cirrhosis of the liver,0.2
PL,2014,M,Cirrhosis of the liver,0.7
PL,2019,M,Cirrhosis of the liver,0.5
PT,2014,M,Cirrhosis of the liver,0.9
PT,2019,M,Cirrhosis of the liver,0.5
RO,2014,M,Cirrhosis of the liver,0.6
RO,2019,M,Cirrhosis of the liver,0.3
SE,2014,M,Cirrhosis of the liver,0.3
SE,2019,M,Cirrhosis of the liver,0.2
SI,2014,M,Cirrhosis of the liver,1.0
SI,2019,M,Cirrhosis of the liver,0.6
SK,2014,M,Cirrhosis of the liver,0.6
SK,2019,M,Cirrhosis of the liver,0.7
AT,2014,F,Diabetes,4.5
AT,2019,F,Diabetes,5.4
BE,2014,F,Diabetes,5.3
BE,2019,F,Diabetes,5.1
BG,2014,F,Diabetes,7.2
BG,2019,F,Diabetes,7.2
CY,2014,F,Diabetes,6.2
CY,2019,F,Diabetes,7.2
CZ,2014,F,Diabetes,8.0
CZ,2019,F,Diabetes,8.5
DE,2014,F,Diabetes,6.4
DE,2019,F,Diabetes,8.3
DK,2014,F,Diabetes,4.0
DK,2019,F,Diabetes,4.7
EE,2014,F,Diabetes,4.8
EE,2019,F,Diabetes,5.7
EL,2014,F,Diabetes,10.1
EL,2019,F,Diabetes,8.1
ES,2014,F,Diabetes,6.8
ES,2019,F,Diabetes,7.4
FI,2014,F,Diabetes,6.5
FI,2019,F,Diabetes,8.2
FR,2014,F,Diabetes,10.3
FR,2019,F,Diabetes,5.6
HR,2014,F,Diabetes,7.1
HR,2019,F,Diabetes,11.1
HU,2014,F,Diabetes,8.1
HU,2019,F,Diabetes,8.8
IE,2014,F,Diabetes,3.7
IE,2019,F,Diabetes,3.3
IT,2014,F,Diabetes,6.8
IT,2019,F,Diabetes,6.4
LT,2014,F,Diabetes,5.3
LT,2019,F,Diabetes,5.4
LU,2014,F,Diabetes,4.1
LU,2019,F,Diabetes,3.2
LV,2014,F,Diabetes,4.5
LV,2019,F,Diabetes,5.8
MT,2014,F,Diabetes,7.8
MT,2019,F,Diabetes,6.8
NL,2014,F,Diabetes,4.6
NL,2019,F,Diabetes,4.6
PL,2014,F,Diabetes,6.7
PL,2019,F,Diabetes,8.9
PT,2014,F,Diabetes,9.7
PT,2019,F,Diabetes,10.5
RO,2014,F,Diabetes,5.7
RO,2019,F,Diabetes,5.9
SE,2014,F,Diabetes,4.0
SE,2019,F,Diabetes,5.4
SI,2014,F,Diabetes,6.3
SI,2019,F,Diabetes,7.2
SK,2014,F,Diabetes,7.2
SK,2019,F,Diabetes,7.6
AT,2014,M,Diabetes,5.6
AT,2019,M,Diabetes,6.3
BE,2014,M,Diabetes,5.1
BE,2019,M,Diabetes,5.8
BG,2014,M,Diabetes,5.4
BG,2019,M,Diabetes,6.5
CY,2014,M,Diabetes,7.4
CY,2019,M,Diabetes,8.4
CZ,2014,M,Diabetes,7.2
CZ,2019,M,Diabetes,9.3
DE,2014,M,Diabetes,7.7
DE,2019,M,Diabetes,9.8
DK,2014,M,Diabetes,5.5
DK,2019,M,Diabetes,5.9
EE,2014,M,Diabetes,4.4
EE,2019,M,Diabetes,3.8
EL,2014,M,Diabetes,8.9
EL,2019,M,Diabetes,8.4
ES,2014,M,Diabetes,7.9
ES,2019,M,Diabetes,8.7
FI,2014,M,Diabetes,9.4
FI,2019,M,Diabetes,11.5
FR,2014,M,Diabetes,9.4
FR,2019,M,Diabetes,7.5
HR,2014,M,Diabetes,6.8
HR,2019,M,Diabetes,12.2
HU,2014,M,Diabetes,8.0
HU,2019,M,Diabetes,8.9
IE,2014,M,Diabetes,5.5
IE,2019,M,Diabetes,4.1
IT,2014,M,Diabetes,7.0
IT,2019,M,Diabetes,7.3
LT,2014,M,Diabetes,3.0
LT,2019,M,Diabetes,3.9
LU,2014,M,Diabetes,7.1
LU,2019,M,Diabetes,6.2
LV,2014,M,Diabetes,2.8
LV,2019,M,Diabetes,3.8
MT,2014,M,Diabetes,9.1
MT,2019,M,Diabetes,8.9
NL,2014,M,Diabetes,5.7
NL,2019,M,Diabetes,6.2
PL,2014,M,Diabetes,6.3
PL,2019,M,Diabetes,7.2
PT,2014,M,Diabetes,9.8
PT,2019,M,Diabetes,10.6
RO,2014,M,Diabetes,3.8
RO,2019,M,Diabetes,4.0
SE,2014,M,Diabetes,5.2
SE,2019,M,Diabetes,7.1
SI,2014,M,Diabetes,7.0
SI,2019,M,Diabetes,7.5
SK,2014,M,Diabetes,6.2
SK,2019,M,Diabetes,7.5
AT,2014,F,Chronic depression,8.6
AT,2019,F,Chronic depression,8.7
BE,2014,F,Chronic depression,8.3
BE,2019,F,Chronic depression,9.2
BG,2014,F,Chronic depression,4.3
BG,2019,F,Chronic depression,3.4
CY,2014,F,Chronic depression,5.6
CY,2019,F,Chronic depression,6.3
CZ,2014,F,Chronic depression,4.7
CZ,2019,F,Chronic depression,5.4
DE,2014,F,Chronic depression,11.7
DE,2019,F,Chronic depression,12.6
DK,2014,F,Chronic depression,8.8
DK,2019,F,Chronic depression,10.4
EE,2014,F,Chronic depression,5.6
EE,2019,F,Chronic depression,8.9
EL,2014,F,Chronic depression,6.3
EL,2019,F,Chronic depression,5.2
ES,2014,F,Chronic depression,11.2
ES,2019,F,Chronic depression,7.9
FI,2014,F,Chronic depression,11.5
FI,2019,F,Chronic depression,9.7
FR,2014,F,Chronic depression,7.5
FR,2019,F,Chronic depression,9.1
HR,2014,F,Chronic depression,6.2
HR,2019,F,Chronic depression,12.7
HU,2014,F,Chronic depression,6.6
HU,2019,F,Chronic depression,5.1
IE,2014,F,Chronic depression,13.5
IE,2019,F,Chronic depression,4.4
IT,2014,F,Chronic depression,7.4
IT,2019,F,Chronic depression,7.3
LT,2014,F,Chronic depression,6.0
LT,2019,F,Chronic depression,8.7
LU,2014,F,Chronic depression,10.0
LU,2019,F,Chronic depression,12.4
LV,2014,F,Chronic depression,11.4
LV,2019,F,Chronic depression,9.9
MT,2014,F,Chronic depression,6.6
MT,2019,F,Chronic depression,4.6
NL,2014,F,Chronic depression,8.0
NL,2019,F,Chronic depression,8.5
PL,2014,F,Chronic depression,5.5
PL,2019,F,Chronic depression,5.1
PT,2014,F,Chronic depression,17.5
PT,2019,F,Chronic depression,17.2
RO,2014,F,Chronic depression,2.0
RO,2019,F,Chronic depression,1.3
SE,2014,F,Chronic depression,12.4
SE,2019,F,Chronic depression,13.4
SI,2014,F,Chronic depression,10.3
SI,2019,F,Chronic depression,9.6
SK,2014,F,Chronic depression,5.1
SK,2019,F,Chronic depression,5.5
AT,2014,M,Chronic depression,4.7
AT,2019,M,Chronic depression,5.3
BE,2014,M,Chronic depression,4.7
BE,2019,M,Chronic depression,5.8
BG,2014,M,Chronic depression,2.1
BG,2019,M,Chronic depression,1.8
CY,2014,M,Chronic depression,2.6
CY,2019,M,Chronic depression,3.6
CZ,2014,M,Chronic depression,3.2
CZ,2019,M,Chronic depression,3.3
DE,2014,M,Chronic depression,8.6
DE,2019,M,Chronic depression,9.5
DK,2014,M,Chronic depression,6.2
DK,2019,M,Chronic depression,8.4
EE,2014,M,Chronic depression,4.0
EE,2019,M,Chronic depression,5.3
EL,2014,M,Chronic depression,3.1
EL,2019,M,Chronic depression,2.5
ES,2014,M,Chronic depression,5.0
ES,2019,M,Chronic depression,3.7
FI,2014,M,Chronic depression,8.8
FI,2019,M,Chronic depression,7.2
FR,2014,M,Chronic depression,3.9
FR,2019,M,Chronic depression,5.6
HR,2014,M,Chronic depression,4.9
HR,2019,M,Chronic depression,8.9
HU,2014,M,Chronic depression,3.2
HU,2019,M,Chronic depression,2.9
IE,2014,M,Chronic depression,10.9
IE,2019,M,Chronic depression,3.3
IT,2014,M,Chronic depression,4.0
IT,2019,M,Chronic depression,3.7
LT,2014,M,Chronic depression,3.0
LT,2019,M,Chronic depression,5.0
LU,2014,M,Chronic depression,8.5
LU,2019,M,Chronic depression,9.3
LV,2014,M,Chronic depression,6.1
LV,2019,M,Chronic depression,6.1
MT,2014,M,Chronic depression,4.3
MT,2019,M,Chronic depression,2.8
NL,2014,M,Chronic depression,5.8
NL,2019,M,Chronic depression,6.6
PL,2014,M,Chronic depression,2.7
PL,2019,M,Chronic depression,3.1
PT,2014,M,Chronic depression,6.1
PT,2019,M,Chronic depression,7.7
RO,2014,M,Chronic depression,1.0
RO,2019,M,Chronic depression,0.7
SE,2014,M,Chronic depression,6.2
SE,2019,M,Chronic depression,9.7
SI,2014,M,Chronic depression,6.8
SI,2019,M,Chronic depression,5.8
SK,2014,M,Chronic depression,3.1
SK,2019,M,Chronic depression,3.0
AT,2019,F,High blood lipids,19.0
BE,2019,F,High blood lipids,17.6
BG,2019,F,High blood lipids,2.6
CY,2019,F,High blood lipids,18.8
CZ,2019,F,High blood lipids,14.7
DE,2019,F,High blood lipids,18.2
DK,2019,F,High blood lipids,13.5
EE,2019,F,High blood lipids,7.2
EL,2019,F,High blood lipids,16.7
ES,2019,F,High blood lipids,16.4
FI,2019,F,High blood lipids,23.2
FR,2019,F,High blood lipids,13.5
HR,2019,F,High blood lipids,20.8
HU,2019,F,High blood lipids,14.4
IE,2019,F,High blood lipids,6.3
IT,2019,F,High blood lipids,14.1
LT,2019,F,High blood lipids,16.2
LU,2019,F,High blood lipids,15.8
LV,2019,F,High blood lipids,17.4
MT,2019,F,High blood lipids,14.2
PL,2019,F,High blood lipids,9.8
PT,2019,F,High blood lipids,26.5
RO,2019,F,High blood lipids,4.2
SE,2019,F,High blood lipids,6.0
SI,2019,F,High blood lipids,15.7
SK,2019,F,High blood lipids,12.4
AT,2019,M,High blood lipids,18.6
BE,2019,M,High blood lipids,19.4
BG,2019,M,High blood lipids,2.7
CY,2019,M,High blood lipids,21.1
CZ,2019,M,High blood lipids,13.3
DE,2019,M,High blood lipids,17.7
DK,2019,M,High blood lipids,13.2
EE,2019,M,High blood lipids,4.9
EL,2019,M,High blood lipids,15.8
ES,2019,M,High blood lipids,16.7
FI,2019,M,High blood lipids,23.3
FR,2019,M,High blood lipids,13.2
HR,2019,M,High blood lipids,16.7
HU,2019,M,High blood lipids,11.4
IE,2019,M,High blood lipids,6.2
IT,2019,M,High blood lipids,11.9
LT,2019,M,High blood lipids,9.7
LU,2019,M,High blood lipids,16.6
LV,2019,M,High blood lipids,9.9
MT,2019,M,High blood lipids,12.5
PL,2019,M,High blood lipids,8.9
PT,2019,M,High blood lipids,22.0
RO,2019,M,High blood lipids,2.9
SE,2019,M,High blood lipids,7.9
SI,2019,M,High blood lipids,13.8
SK,2019,M,High blood lipids,9.6
AT,2014,F,High blood pressure,21.9
AT,2019,F,High blood pressure,22.0
BE,2014,F,High blood pressure,17.8
BE,2019,F,High blood pressure,17.8
BG,2014,F,High blood pressure,33.0
BG,2019,F,High blood pressure,32.7
CY,2014,F,High blood pressure,19.9
CY,2019,F,High blood pressure,20.5
CZ,2014,F,High blood pressure,23.9
CZ,2019,F,High blood pressure,25.7
DE,2014,F,High blood pressure,27.9
DE,2019,F,High blood pressure,27.4
DK,2014,F,High blood pressure,18.1
DK,2019,F,High blood pressure,19.6
EE,2014,F,High blood pressure,21.0
EE,2019,F,High blood pressure,21.8
EL,2014,F,High blood pressure,23.6
EL,2019,F,High blood pressure,21.6
ES,2014,F,High blood pressure,20.6
ES,2019,F,High blood pressure,21.0
FI,2014,F,High blood pressure,24.4
FI,2019,F,High blood pressure,27.4
FR,2014,F,High blood pressure,14.9
FR,2019,F,High blood pressure,17.1
HR,2014,F,High blood pressure,26.1
HR,2019,F,High blood pressure,37.8
HU,2014,F,High blood pressure,34.2
HU,2019,F,High blood pressure,33.8
IE,2014,F,High blood pressure,16.3
IE,2019,F,High blood pressure,13.1
IT,2014,F,High blood pressure,22.6
IT,2019,F,High blood pressure,22.4
LT,2014,F,High blood pressure,32.1
LT,2019,F,High blood pressure,32.0
LU,2014,F,High blood pressure,16.2
LU,2019,F,High blood pressure,13.6
LV,2014,F,High blood pressure,30.9
LV,2019,F,High blood pressure,33.5
MT,2014,F,High blood pressure,22.3
MT,2019,F,High blood pressure,20.2
NL,2014,F,High blood pressure,17.1
NL,2019,F,High blood pressure,16.9
PL,2014,F,High blood pressure,24.9
PL,2019,F,High blood pressure,28.1
PT,2014,F,High blood pressure,29.5
PT,2019,F,High blood pressure,29.9
RO,2014,F,High blood pressure,21.0
RO,2019,F,High blood pressure,18.6
SE,2014,F,High blood pressure,17.8
SE,2019,F,High blood pressure,18.1
SI,2014,F,High blood pressure,24.9
SI,2019,F,High blood pressure,25.3
SK,2014,F,High blood pressure,28.8
SK,2019,F,High blood pressure,29.2
AT,2014,M,High blood pressure,21.2
AT,2019,M,High blood pressure,22.5
BE,2014,M,High blood pressure,15.9
BE,2019,M,High blood pressure,17.4
BG,2014,M,High blood pressure,26.2
BG,2019,M,High blood pressure,26.5
CY,2014,M,High blood pressure,18.8
CY,2019,M,High blood pressure,21.6
CZ,2014,M,High blood pressure,23.4
CZ,2019,M,High blood pressure,27.2
DE,2014,M,High blood pressure,29.4
DE,2019,M,High blood pressure,26.9
DK,2014,M,High blood pressure,18.4
DK,2019,M,High blood pressure,19.4
EE,2014,M,High blood pressure,17.6
EE,2019,M,High blood pressure,18.5
EL,2014,M,High blood pressure,19.5
EL,2019,M,High blood pressure,18.9
ES,2014,M,High blood pressure,19.5
ES,2019,M,High blood pressure,20.7
FI,2014,M,High blood pressure,26.5
FI,2019,M,High blood pressure,28.9
FR,2014,M,High blood pressure,14.4
FR,2019,M,High blood pressure,15.1
HR,2014,M,High blood pressure,21.7
HR,2019,M,High blood pressure,34.6
HU,2014,M,High blood pressure,29.4
HU,2019,M,High blood pressure,29.3
IE,2014,M,High blood pressure,15.9
IE,2019,M,High blood pressure,11.7
IT,2014,M,High blood pressure,20.9
IT,2019,M,High blood pressure,20.5
LT,2014,M,High blood pressure,20.8
LT,2019,M,High blood pressure,24.9
LU,2014,M,High blood pressure,20.5
LU,2019,M,High blood pressure,19.8
LV,2014,M,High blood pressure,21.0
LV,2019,M,High blood pressure,24.1
MT,2014,M,High blood pressure,21.2
MT,2019,M,High blood pressure,17.8
NL,2014,M,High blood pressure,16.1
NL,2019,M,High blood pressure,15.7
PL,2014,M,High blood pressure,20.6
PL,2019,M,High blood pressure,24.5
PT,2014,M,High blood pressure,22.1
PT,2019,M,High blood pressure,25.3
RO,2014,M,High blood pressure,12.9
RO,2019,M,High blood pressure,12.6
SE,2014,M,High blood pressure,15.2
SE,2019,M,High blood pressure,18.8
SI,2014,M,High blood pressure,23.9
SI,2019,M,High blood pressure,24.4
SK,2014,M,High blood pressure,22.1
SK,2019,M,High blood pressure,27.3
AT,2014,F,Heart attack or chronic consequences of heart attack,0.6
AT,2019,F,Heart attack or chronic consequences of heart attack,1.3
BE,2014,F,Heart attack or chronic consequences of heart attack,0.9
BE,2019,F,Heart attack or chronic consequences of heart attack,0.6
BG,2014,F,Heart attack or chronic consequences of heart attack,1.7
BG,2019,F,Heart attack or chronic consequences of heart attack,1.4
CY,2014,F,Heart attack or chronic consequences of heart attack,2.0
CY,2019,F,Heart attack or chronic consequences of heart attack,1.6
CZ,2014,F,Heart attack or chronic consequences of heart attack,1.2
CZ,2019,F,Heart attack or chronic consequences of heart attack,1.5
DE,2014,F,Heart attack or chronic consequences of heart attack,0.9
DE,2019,F,Heart attack or chronic consequences of heart attack,1.6
DK,2014,F,Heart attack or chronic consequences of heart attack,0.6
DK,2019,F,Heart attack or chronic consequences of heart attack,0.6
EE,2014,F,Heart attack or chronic consequences of heart attack,1.0
EE,2019,F,Heart attack or chronic consequences of heart attack,0.9
EL,2014,F,Heart attack or chronic consequences of heart attack,1.3
EL,2019,F,Heart attack or chronic consequences of heart attack,1.7
ES,2014,F,Heart attack or chronic consequences of heart attack,0.6
ES,2019,F,Heart attack or chronic consequences of heart attack,0.6
FI,2014,F,Heart attack or chronic consequences of heart attack,1.2
FI,2019,F,Heart attack or chronic consequences of heart attack,1.2
FR,2014,F,Heart attack or chronic consequences of heart attack,0.6
FR,2019,F,Heart attack or chronic consequences of heart attack,1.0
HR,2014,F,Heart attack or chronic consequences of heart attack,1.5
HR,2019,F,Heart attack or chronic consequences of heart attack,2.8
HU,2014,F,Heart attack or chronic consequences of heart attack,2.1
HU,2019,F,Heart attack or chronic consequences of heart attack,2.0
IE,2014,F,Heart attack or chronic consequences of heart attack,0.7
IE,2019,F,Heart attack or chronic consequences of heart attack,0.8
IT,2014,F,Heart attack or chronic consequences of heart attack,1.4
IT,2019,F,Heart attack or chronic consequences of heart attack,1.1
LT,2014,F,Heart attack or chronic consequences of heart attack,1.7
LT,2019,F,Heart attack or chronic consequences of heart attack,1.8
LU,2014,F,Heart attack or chronic consequences of heart attack,0.0
LU,2019,F,Heart attack or chronic consequences of heart attack,0.2
LV,2014,F,Heart attack or chronic consequences of heart attack,1.1
LV,2019,F,Heart attack or chronic consequences of heart attack,0.4
MT,2014,F,Heart attack or chronic consequences of heart attack,0.7
MT,2019,F,Heart attack or chronic consequences of heart attack,0.4
NL,2014,F,Heart attack or chronic consequences of heart attack,0.4
NL,2019,F,Heart attack or chronic consequences of heart attack,0.9
PL,2014,F,Heart attack or chronic consequences of heart attack,2.3
PL,2019,F,Heart attack or chronic consequences of heart attack,1.7
PT,2014,F,Heart attack or chronic consequences of heart attack,1.7
PT,2019,F,Heart attack or chronic consequences of heart attack,1.5
RO,2014,F,Heart attack or chronic consequences of heart attack,1.1
RO,2019,F,Heart attack or chronic consequences of heart attack,1.1
SE,2014,F,Heart attack or chronic consequences of heart attack,0.6
SE,2019,F,Heart attack or chronic consequences of heart attack,0.6
SI,2014,F,Heart attack or chronic consequences of heart attack,1.1
SI,2019,F,Heart attack or chronic consequences of heart attack,1.1
SK,2014,F,Heart attack or chronic consequences of heart attack,2.0
SK,2019,F,Heart attack or chronic consequences of heart attack,1.5
AT,2014,M,Heart attack or chronic consequences of heart attack,1.4
AT,2019,M,Heart attack or chronic consequences of heart attack,2.0
BE,2014,M,Heart attack or chronic consequences of heart attack,1.3
BE,2019,M,Heart attack or chronic consequences of heart attack,1.2
BG,2014,M,Heart attack or chronic consequences of heart attack,2.7
BG,2019,M,Heart attack or chronic consequences of heart attack,1.8
CY,2014,M,Heart attack or chronic consequences of heart attack,3.7
CY,2019,M,Heart attack or chronic consequences of heart attack,4.9
CZ,2014,M,Heart attack or chronic consequences of heart attack,2.1
CZ,2019,M,Heart attack or chronic consequences of heart attack,2.8
DE,2014,M,Heart attack or chronic consequences of heart attack,2.2
DE,2019,M,Heart attack or chronic consequences of heart attack,3.4
DK,2014,M,Heart attack or chronic consequences of heart attack,1.1
DK,2019,M,Heart attack or chronic consequences of heart attack,1.2
EE,2014,M,Heart attack or chronic consequences of heart attack,1.3
EE,2019,M,Heart attack or chronic consequences of heart attack,1.5
EL,2014,M,Heart attack or chronic consequences of heart attack,3.2
EL,2019,M,Heart attack or chronic consequences of heart attack,4.5
ES,2014,M,Heart attack or chronic consequences of heart attack,1.0
ES,2019,M,Heart attack or chronic consequences of heart attack,1.4
FI,2014,M,Heart attack or chronic consequences of heart attack,2.3
FI,2019,M,Heart attack or chronic consequences of heart attack,2.4
FR,2014,M,Heart attack or chronic consequences of heart attack,1.5
FR,2019,M,Heart attack or chronic consequences of heart attack,1.5
HR,2014,M,Heart attack or chronic consequences of heart attack,2.4
HR,2019,M,Heart attack or chronic consequences of heart attack,3.8
HU,2014,M,Heart attack or chronic consequences of heart attack,2.6
HU,2019,M,Heart attack or chronic consequences of heart attack,2.5
IE,2014,M,Heart attack or chronic consequences of heart attack,2.1
IE,2019,M,Heart attack or chronic consequences of heart attack,1.8
IT,2014,M,Heart attack or chronic consequences of heart attack,3.0
IT,2019,M,Heart attack or chronic consequences of heart attack,2.7
LT,2014,M,Heart attack or chronic consequences of heart attack,2.6
LT,2019,M,Heart attack or chronic consequences of heart attack,1.9
LU,2014,M,Heart attack or chronic consequences of heart attack,1.8
LU,2019,M,Heart attack or chronic consequences of heart attack,0.7
LV,2014,M,Heart attack or chronic consequences of heart attack,0.8
LV,2019,M,Heart attack or chronic consequences of heart attack,0.9
MT,2014,M,Heart attack or chronic consequences of heart attack,1.7
MT,2019,M,Heart attack or chronic consequences of heart attack,2.0
NL,2014,M,Heart attack or chronic consequences of heart attack,0.4
NL,2019,M,Heart attack or chronic consequences of heart attack,1.5
PL,2014,M,Heart attack or chronic consequences of heart attack,3.9
PL,2019,M,Heart attack or chronic consequences of heart attack,3.4
PT,2014,M,Heart attack or chronic consequences of heart attack,2.0
PT,2019,M,Heart attack or chronic consequences of heart attack,1.5
RO,2014,M,Heart attack or chronic consequences of heart attack,1.3
RO,2019,M,Heart attack or chronic consequences of heart attack,1.2
SE,2014,M,Heart attack or chronic consequences of heart attack,1.7
SE,2019,M,Heart attack or chronic consequences of heart attack,1.3
SI,2014,M,Heart attack or chronic consequences of heart attack,1.6
SI,2019,M,Heart attack or chronic consequences of heart attack,2.2
SK,2014,M,Heart attack or chronic consequences of heart attack,2.8
SK,2019,M,Heart attack or chronic consequences of heart attack,2.4
AT,2014,F,Kidney problems,1.9
AT,2019,F,Kidney problems,2.3
BE,2014,F,Kidney problems,0.9
BE,2019,F,Kidney problems,1.1
BG,2014,F,Kidney problems,6.7
BG,2019,F,Kidney problems,5.1
CY,2014,F,Kidney problems,1.3
CY,2019,F,Kidney problems,2.2
CZ,2014,F,Kidney problems,2.6
CZ,2019,F,Kidney problems,3.1
DE,2014,F,Kidney problems,2.1
DE,2019,F,Kidney problems,2.4
DK,2014,F,Kidney problems,1.4
DK,2019,F,Kidney problems,1.1
EE,2014,F,Kidney problems,2.6
EE,2019,F,Kidney problems,2.3
EL,2014,F,Kidney problems,3.0
EL,2019,F,Kidney problems,2.1
ES,2014,F,Kidney problems,3.1
ES,2019,F,Kidney problems,2.5
FI,2014,F,Kidney problems,1.4
FI,2019,F,Kidney problems,1.7
FR,2014,F,Kidney problems,1.8
FR,2019,F,Kidney problems,3.3
HR,2014,F,Kidney problems,5.2
HR,2019,F,Kidney problems,6.4
HU,2014,F,Kidney problems,2.3
HU,2019,F,Kidney problems,2.9
IE,2014,F,Kidney problems,4.5
IE,2019,F,Kidney problems,2.1
IT,2014,F,Kidney problems,3.8
IT,2019,F,Kidney problems,3.9
LT,2014,F,Kidney problems,6.0
LT,2019,F,Kidney problems,5.9
LU,2014,F,Kidney problems,3.0
LU,2019,F,Kidney problems,3.5
LV,2014,F,Kidney problems,7.3
LV,2019,F,Kidney problems,5.7
MT,2014,F,Kidney problems,0.6
MT,2019,F,Kidney problems,0.9
NL,2014,F,Kidney problems,2.0
NL,2019,F,Kidney problems,2.4
PL,2014,F,Kidney problems,4.7
PL,2019,F,Kidney problems,4.7
PT,2014,F,Kidney problems,5.6
PT,2019,F,Kidney problems,4.8
RO,2014,F,Kidney problems,2.4
RO,2019,F,Kidney problems,1.2
SE,2014,F,Kidney problems,1.2
SE,2019,F,Kidney problems,1.4
SI,2014,F,Kidney problems,5.8
SI,2019,F,Kidney problems,5.4
SK,2014,F,Kidney problems,3.9
SK,2019,F,Kidney problems,4.0
AT,2014,M,Kidney problems,1.3
AT,2019,M,Kidney problems,2.2
BE,2014,M,Kidney problems,0.7
BE,2019,M,Kidney problems,0.7
BG,2014,M,Kidney problems,4.9
BG,2019,M,Kidney problems,4.3
CY,2014,M,Kidney problems,2.2
CY,2019,M,Kidney problems,2.0
CZ,2014,M,Kidney problems,2.1
CZ,2019,M,Kidney problems,2.4
DE,2014,M,Kidney problems,1.8
DE,2019,M,Kidney problems,1.9
DK,2014,M,Kidney problems,1.8
DK,2019,M,Kidney problems,1.6
EE,2014,M,Kidney problems,1.1
EE,2019,M,Kidney problems,1.3
EL,2014,M,Kidney problems,2.3
EL,2019,M,Kidney problems,1.9
ES,2014,M,Kidney problems,2.5
ES,2019,M,Kidney problems,2.4
FI,2014,M,Kidney problems,1.5
FI,2019,M,Kidney problems,1.7
FR,2014,M,Kidney problems,1.9
FR,2019,M,Kidney problems,3.5
HR,2014,M,Kidney problems,3.1
HR,2019,M,Kidney problems,6.5
HU,2014,M,Kidney problems,2.4
HU,2019,M,Kidney problems,2.2
IE,2014,M,Kidney problems,3.1
IE,2019,M,Kidney problems,2.2
IT,2014,M,Kidney problems,3.7
IT,2019,M,Kidney problems,4.0
LT,2014,M,Kidney problems,3.8
LT,2019,M,Kidney problems,3.0
LU,2014,M,Kidney problems,2.2
LU,2019,M,Kidney problems,3.2
LV,2014,M,Kidney problems,2.8
LV,2019,M,Kidney problems,2.2
MT,2014,M,Kidney problems,1.0
MT,2019,M,Kidney problems,1.0
NL,2014,M,Kidney problems,1.9
NL,2019,M,Kidney problems,2.2
PL,2014,M,Kidney problems,3.2
PL,2019,M,Kidney problems,3.5
PT,2014,M,Kidney problems,3.8
PT,2019,M,Kidney problems,3.9
RO,2014,M,Kidney problems,1.4
RO,2019,M,Kidney problems,1.2
SE,2014,M,Kidney problems,1.9
SE,2019,M,Kidney problems,1.5
SI,2014,M,Kidney problems,3.5
SI,2019,M,Kidney problems,4.2
SK,2014,M,Kidney problems,2.9
SK,2019,M,Kidney problems,3.0
AT,2014,F,Low back disorder or other chronic back defect,26.1
AT,2019,F,Low back disorder or other chronic back defect,26.8
BE,2014,F,Low back disorder or other chronic back defect,22.6
BE,2019,F,Low back disorder or other chronic back defect,27.0
BG,2014,F,Low back disorder or other chronic back defect,12.1
BG,2019,F,Low back disorder or other chronic back defect,11.7
CY,2014,F,Low back disorder or other chronic back defect,17.0
CY,2019,F,Low back disorder or other chronic back defect,19.1
CZ,2014,F,Low back disorder or other chronic back defect,19.4
CZ,2019,F,Low back disorder or other chronic back defect,18.6
DE,2014,F,Low back disorder or other chronic back defect,41.3
DE,2019,F,Low back disorder or other chronic back defect,32.8
DK,2014,F,Low back disorder or other chronic back defect,13.9
DK,2019,F,Low back disorder or other chronic back defect,15.0
EE,2014,F,Low back disorder or other chronic back defect,23.2
EE,2019,F,Low back disorder or other chronic back defect,25.0
EL,2014,F,Low back disorder or other chronic back defect,21.7
EL,2019,F,Low back disorder or other chronic back defect,14.8
ES,2014,F,Low back disorder or other chronic back defect,23.8
ES,2019,F,Low back disorder or other chronic back defect,18.7
FI,2014,F,Low back disorder or other chronic back defect,35.3
FI,2019,F,Low back disorder or other chronic back defect,36.6
FR,2014,F,Low back disorder or other chronic back defect,31.7
FR,2019,F,Low back disorder or other chronic back defect,35.6
